ServiceApprovalNumber,Provider Approval Number,ServiceName,ProviderLegalName,ServiceAddress,Suburb,State,Postcode,Longitude,Latitude,SEIFA,NumberOfApprovedPlaces,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Annual Monday Start Time,Annual Monday End Time,Meal Provision
SE-00000064,PR-00000276,Puss In Boots Early Childhood Learning Centre,Avocat No 32 Pty Ltd,Cnr Thynne Rd & Pashen Streets,MORNINGSIDE,QLD,4170,153.0698824,-27.4694443,10,85,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-16,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:00,Yes
SE-00000065,PR-40015306,St Mark's Lutheran Early Learning Centre,ST MARK'S LUTHERAN PRE-SCHOOL AND CHILD CARE ASSOCIATION INC,Burcote St,MOUNT GRAVATT,QLD,4122,153.0913363,-27.5359193,9,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-18,Exceeding NQS,Exceeding NQS,Working Towards NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Working Towards NQS,Nov-12,Yes,No,No,No,No,No,7:00,17:45,Yes
SE-00000066,PR-00008029,C&K Mount Gravatt West Community Childcare Centre,The Creche and Kindergarten Association Limited,43B Clough Street,MOUNT GRAVATT,QLD,4122,153.0656746,-27.5351734,9,58,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct-15,,,,,,,,,,Yes,No,No,No,No,No,7:00,18:00,Yes
SE-00000067,PR-00001228,Pine Mountain Road Child Care ,Graham Tew & Lee Watt ATF the Tewatt Investment Trust,289 Pine Mountain Road,MOUNT GRAVATT,QLD,4122,153.0917127,-27.5174504,9,180,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-17,,,,,,,,,,Yes,No,Yes,No,No,No,6:30,18:30,No
SE-00000068,PR-40002261,Head Start Montessori Mount Gravatt,Head Start Mount Gravatt Pty Ltd as Trustee for Head Start Mount Gravatt Trust,15 Shire Road,MOUNT GRAVATT,QLD,4122,153.0771431,-27.5369917,9,35,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-17,,,,,,,,,,Yes,No,Yes,No,No,No,7:00,18:00,Yes
SE-00000069,PR-00007925,Active Kids Early Learning Centre Mt Gravatt East,Alison Campbell ATF Alison Campbell Childcare Trust,89 Newnham Road,MOUNT GRAVATT EAST,QLD,4122,153.093536,-27.5362933,9,56,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct-19,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-15,Yes,No,Yes,No,No,No,6:30,18:30,Yes
SE-00000070,PR-00000308,Griffith University Tallowwood Child Care Centre,Griffith University,Recreation Road,NATHAN,QLD,4111,153.0526903,-27.558072,9,60,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Oct-15,,,,,,,,,,Yes,No,No,No,No,No,7:30,18:00,No
SE-00000071,PR-00008029,C&K Newmarket Community Childcare Centre,The Creche and Kindergarten Association Limited,8-10 Baradine Street,NEWMARKET,QLD,4051,153.009469,-27.4371776,10,57,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-14,,,,,,,,,,Yes,No,Yes,No,No,No,6:30,18:00,Yes
SE-00000072,PR-40021569,Seedlings Early Learning Newmarket,PLATREEF INVESTMENTS PTY LTD,18 Enoggera Road,NEWMARKET,QLD,4051,153.0064867,-27.4417502,10,75,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Aug-15,,,,,,,,,,Yes,No,Yes,No,No,No,6:30,18:30,Yes
SE-00000073,PR-00000893,Northgate Early Childhood Centre,CJ Investment Holdings Pty Ltd as Trustee for CJ Investment Unit Trust,124 Northgate Road,NORTHGATE,QLD,4013,153.0652836,-27.3900853,9,52,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct-17,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Oct-12,Yes,No,No,No,No,No,6:15,18:15,Yes
SE-00000075,PR-00001129,Goodstart Early Learning Red Hill,Goodstart Early Learning Ltd,19 Fulcher Road,RED HILL,QLD,4059,152.9965006,-27.4467661,10,53,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jun-18,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-12,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00000076,PR-40008741,Journey Early Learning Centre -Riverhills,Journey Group Holdings Pty Ltd ATF Journey ELC No.5 Unit Trust,20 Bogong Street,RIVERHILLS,QLD,4074,152.911674,-27.5590211,10,52,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Nov-17,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,May-15,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00000077,PR-40001605,Kids Club Runcorn Early Learning Centre,KIDS CLUB EARLY CHILDHOOD LEARNING CENTRES PTY LTD,18 - 20 Pine Street,RUNCORN,QLD,4113,153.0794523,-27.5935771,9,86,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun-14,,,,,,,,,,Yes,No,Yes,No,No,No,7:00,18:00,Yes
SE-00000078,PR-00000288,Campus Kindergarten & Day Care,Campus Kindergarten Ltd,Building 73 College Road,ST LUCIA,QLD,4072,153.012511,-27.501192,7,65,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Dec-16,,,,,,,,,,Yes,No,No,No,No,No,7:50,17:30,No
SE-00000081,PR-00000019,Sandgate Kids Early Education Nash Street,Sandgate Kids Early Education Incorporated,106 Nash Street,SANDGATE,QLD,4017,153.0588666,-27.3194723,8,54,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,May-19,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-14,Yes,No,No,No,No,No,6:30,18:00,Yes
SE-00000082,PR-00000019,Sandgate Kids Early Education Brighton Road,Sandgate Kids Early Education Incorporated,132 Brighton Road,SANDGATE,QLD,4017,153.0661812,-27.3163138,8,54,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb-15,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:00,Yes
SE-00000083,PR-40001110,Guardian Childcare & Education Sherwood Forest,Major Oak Pty Limited,16 Thallon Street,SHERWOOD,QLD,4075,152.9807844,-27.532767,10,132,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Nov-15,,,,,,,,,,Yes,No,No,No,Yes,No,6:30,18:30,Yes
SE-00000084,PR-00000522,Greek Orthodox Community Child Care Centre,Greek Orthodox Community of St George,30 Browning Street,SOUTH BRISBANE,QLD,4101,153.0148803,-27.4797874,10,50,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Apr-17,,,,,,,,,,Yes,No,No,No,No,No,7:30,17:30,Yes
SE-00000085,PR-00000101,Lady Gowrie Warry Street Child Centre,The Gowrie (Qld) Inc.,171 Warry Street,SPRING HILL,QLD,4000,153.0286012,-27.4538772,9,59,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Feb-15,,,,,,,,,,Yes,No,No,No,No,No,7:30,17:45,Yes
SE-00000086,PR-00008091,Spring Hill Early Learning,EARLY LEARNING AUSTRALIA PTY LTD,25 Royal Avenue,SPRING HILL,QLD,4000,153.026451,-27.456513,9,57,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-16,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,7:00,18:00,No
SE-00000087,PR-00000400,Nurseryland Early Childhood Learning Centre - Stafford,Belbaker Pty Ltd ATF The Baker Family Trust,Cnr MacNaughton & Bythe Sts,STAFFORD,QLD,4053,153.004938,-27.4106638,9,82,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Dec-16,,,,,,,,,,Yes,No,No,No,No,No,7:00,18:00,Yes
SE-00000088,PR-00000301,Sunnybank Anglican Early Learning Centre,The Corporation of the Synod of the Diocese of Brisbane,73 Everest Street,SUNNYBANK,QLD,4109,153.0507019,-27.5769045,8,50,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-15,,,,,,,,,,Yes,No,No,No,No,No,7:15,17:45,No
SE-00000089,PR-40001164,Sunkids Childrens Centre - Calamvale,Frontida Pty Ltd,421-425 Gowan Rd,CALAMVALE,QLD,4116,153.0611535,-27.6145556,9,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-19,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-14,Yes,No,Yes,No,No,No,6:30,18:30,Yes
SE-00000091,PR-00000566,Montessori Early Education Taringa,Inside Outside Montessori Children's House Pty Ltd,5 Woolley Street,TARINGA,QLD,4068,152.9739688,-27.4941811,10,43,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-19,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Oct-17,Yes,No,Yes,No,No,No,7:30,18:00,Yes
SE-00000092,PR-40012381,Edge Early Learning Tarragindi,Edge Early Learning Tarragindi Operating Co Pty Ltd,43 Pope Street,TARRAGINDI,QLD,4121,153.0429744,-27.5283035,10,60,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,May-17,,,,,,,,,,Yes,No,Yes,No,No,No,6:30,18:30,Yes
SE-00000093,PR-00001129,Goodstart Early Learning Tarragindi,Goodstart Early Learning Ltd,197 Birdwood Road,TARRAGINDI,QLD,4121,153.0540827,-27.524622,10,62,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Nov-16,,,,,,,,,,Yes,No,No,No,No,No,6:45,18:15,Yes
SE-00000094,PR-00008029,C&K Arnwood Place Community Childcare Centre,The Creche and Kindergarten Association Limited,21 Arnwood Place,ANNERLEY,QLD,4103,153.0400077,-27.5129595,9,58,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-21,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Oct-14,Yes,No,No,No,No,No,7:00,18:00,Yes
SE-00000095,PR-40007956,The Gap Early Childhood Centre,AC Unite Early Learning Pty Ltd,"The Gap Village, 1000 Waterworks Road",THE GAP,QLD,4061,152.9526336,-27.4458758,10,48,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Apr-20,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Sep-13,Yes,No,Yes,No,No,No,7:00,18:00,No
SE-00000096,PR-00000114,The Gap Cubbyhouse Montessori,Dollies Pty Ltd,177-181 Payne Road,THE GAP,QLD,4061,152.9507957,-27.4493478,10,95,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Sep-15,,,,,,,,,,Yes,No,Yes,No,No,No,6:30,18:00,Yes
SE-00000097,PR-00001094,Storytime Childcare and Montessori Early Learning - Tingalpa,Storytime Child Care Centres Pty Ltd,10 Athlone Street,TINGALPA,QLD,4173,153.1326163,-27.4808757,8,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug-19,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-15,Yes,No,No,No,No,No,6:45,17:45,No
SE-00000098,PR-00000192,BELMONT EARLY EDUCATION CENTRE,Playville Pty Ltd,5 Thurston Street,TINGALPA,QLD,4173,153.1276928,-27.4828653,8,50,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun-19,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Dec-15,Yes,No,Yes,No,No,No,6:30,18:00,Yes
SE-00000099,PR-00000693,Toowong Kindergarten and Child Care Centre,The Uniting Church in Australia Property Trust (Q.),78 Sherwood Road,TOOWONG,QLD,4066,152.9887522,-27.4853418,10,50,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Feb-15,,,,,,,,,,Yes,No,No,No,No,No,7:30,17:30,Yes
SE-00000100,PR-00001122,Kids At West End Child Care & Early Education Centre,Soja (Qld) Pty Ltd ATF Beck Family Trust (No. 2),18 Mitchell Street,WEST END,QLD,4101,153.0052333,-27.4860652,10,60,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Oct-18,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Oct-12,Yes,No,Yes,No,No,No,7:00,18:30,Yes
SE-00000101,PR-00000047,Kurilpa Community Child Care Centre,Kurilpa Community Child Care Centre Inc,136 Gray Road,WEST END,QLD,4101,153.009469,-27.4880326,10,62,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Oct-14,,,,,,,,,,Yes,No,No,No,No,Yes,7:30,17:45,Yes
SE-00000102,PR-00008029,C&K Wilston Community Childcare Centre,The Creche and Kindergarten Association Limited,250 Newmarket Rd,WILSTON,QLD,4051,153.0170113,-27.4364595,10,42,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-14,,,,,,,,,,Yes,No,Yes,No,No,No,7:00,18:00,Yes
SE-00000103,PR-00000702,Windsor Neighbourhood Child Care Centre,Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane - Centacare Administration Services,17 Bonython Street,WINDSOR,QLD,4030,153.0336605,-27.4315316,10,54,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Jul-19,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-14,Yes,No,Yes,No,No,No,7:30,17:45,Yes
SE-00000104,PR-00000697,Nazareth Lutheran Early Learning Centre,Lutheran Church of Australia Queensland District,18 - 20 Hawthorne Street,WOOLLOONGABBA,QLD,4102,153.0342383,-27.4886657,9,44,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-15,,,,,,,,,,Yes,No,No,No,No,No,7:00,18:00,Yes
SE-00000105,PR-00000166,Children @ Bay Terrace,Community Childcare Incorporated,40 Bay Terrace,WYNNUM,QLD,4178,153.1721926,-27.4418173,7,48,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Nov-18,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jul-13,Yes,No,Yes,No,No,No,6:45,18:00,No
SE-00000106,PR-00001129,Goodstart Early Learning Wynnum West - Wondall Road,Goodstart Early Learning Ltd,203 Wondall Road,WYNNUM WEST,QLD,4178,153.1602991,-27.4623048,7,59,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-15,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:00,Yes
SE-00000107,PR-40001200,Grosvenor Hall Preschool & Early Learning Centre,Apples & Sunshine Pty Ltd as Trustee for G H Unit Trust,156 School Road,YERONGA,QLD,4104,153.0163445,-27.521055,10,59,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Jul-18,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Dec-15,Yes,No,Yes,No,No,No,6:30,18:00,Yes
SE-00000108,PR-00008029,C&K Middlemount Community Childcare Centre,The Creche and Kindergarten Association Limited,5 Burns Court,MIDDLEMOUNT,QLD,4746,148.7022784,-22.808169,7,74,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Dec-19,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Jul-15,Yes,No,No,No,No,No,6:00,17:00,Yes
SE-00000109,PR-00000101,Lady Gowrie Dysart Child Centre and Community Space,The Gowrie (Qld) Inc.,25 Yeates Crescent,DYSART,QLD,4745,148.3516167,-22.5817323,5,39,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-18,Exceeding NQS,Working Towards NQS,Working Towards NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Working Towards NQS,Working Towards NQS,Dec-13,Yes,No,No,No,No,No,7:00,18:00,No
SE-00000110,PR-00000898,Bundaberg Early Learning Centre,G8 Education Limited,"Cnr Dittman Rd , Branyan Drive",AVOCA,QLD,4670,152.3076257,-24.8869857,2,74,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-19,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Mar-15,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00000111,PR-00001009,Learn and Play Kindergarten,Christopher John Toft & Allison Therese Toft ATF the C & A Toft Family Trust,"14A Tarakan Street, Cnr Tobruk Street",SVENSSON HEIGHTS,QLD,4670,152.3381514,-24.8838983,2,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-21,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,May-14,Yes,No,No,No,No,No,6:00,18:00,No
SE-00000112,PR-00001109,Edenbrook Early Learning Centre,Kyfho Pty Ltd,25A Fitzgerald Street,NORVILLE,QLD,4670,152.3439106,-24.8969576,2,70,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-18,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-16,Yes,No,No,No,No,No,6:00,18:00,No
SE-00000114,PR-00000120,Big Birds Nest Child Care Centre,Big Birds Nest Inc,26 Darwin Street,AYR,QLD,4807,147.413826,-19.579492,3,58,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Oct-17,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Mar-13,Yes,No,Yes,Yes,Yes,Yes,6:30,18:00,No
SE-00000115,PR-00000022,Torrens Road Child Care Centre,Torrens Road Community Child Care Association Inc,10A Torrens Road,CABOOLTURE,QLD,4510,152.94758,-27.0978662,2,60,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-17,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Jul-15,Yes,No,No,Yes,Yes,Yes,6:15,18:15,Yes
SE-00000118,PR-40001907,Kidscape Early Learning Centre,Vantage Education Pty. Ltd.,101 Lynfield Drive,CABOOLTURE,QLD,4510,152.932774,-27.0762156,2,74,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-19,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-15,Yes,No,No,No,No,No,6:00,18:00,Yes
SE-00000119,PR-00000557,Balaclava Road Children's Centre,Cairns & District Child Care Development Association Inc,84-86 Balaclava Rd,EARLVILLE,QLD,4870,145.7305926,-16.9448,5,70,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun-16,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Jan-13,Yes,No,No,No,No,No,7:00,18:30,No
SE-00000121,PR-40019791,Cubby Care Mooroobool,Evolve Early Education Pty Ltd,100 Callum Street,MOOROOBOOL,QLD,4870,145.7336595,-16.9288895,5,67,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-15,,,,,,,,,,Yes,No,Yes,No,No,No,6:30,18:30,Yes
SE-00000122,PR-00001127,Just Kids Education House,Tankal Pty Ltd ATF J & K Family Trust,219 Draper Street,PARRAMATTA PARK,QLD,4870,145.7694405,-16.928173,5,64,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct-18,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jun-13,Yes,No,Yes,No,No,No,7:00,18:00,No
SE-00000123,PR-00000936,Miss Lolly's Pre-Preparatory Kindergarten ,Lolita Leotta,24 Ravizza Drive,EDMONTON,QLD,4869,145.7423956,-17.0160496,4,74,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-18,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun-14,Yes,No,No,No,No,No,6:30,18:00,Yes
SE-00000124,PR-40000049,Pelican Waters - Golden Beach Preschool Kindergarten and Child Care,G&S Inglis Pty Ltd,16 Anning Avenue,GOLDEN BEACH,QLD,4551,153.1163393,-26.8350264,6,52,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Excellent,Dec-18,,,,,,,,,,Yes,No,No,No,No,No,7:30,17:30,No
SE-00000125,PR-00008029,C&K North Caloundra Community Childcare Centre,The Creche and Kindergarten Association Limited,113 Cooroora Street,CALOUNDRA,QLD,4551,153.1261283,-26.7845019,6,44,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-18,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,May-13,Yes,No,No,No,No,No,6:30,18:00,Yes
SE-00000126,PR-40009034,Smartland Boutique Early Learning Minyama,Smartland Property Pty Ltd,2 Jarrah Street,MINYAMA,QLD,4575,153.1235515,-26.6987291,8,63,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-19,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-17,Yes,No,No,No,No,No,6:30,18:00,Yes
SE-00000127,PR-00008029,C&K Caloundra Community Childcare Centre,The Creche and Kindergarten Association Limited,10 Thrush Street,CALOUNDRA,QLD,4551,153.1290732,-26.7959053,6,60,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jun-15,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:00,Yes
SE-00000128,PR-00000378,Karumba Childrens Centre ,Karumba Children's Centre Incorporated,104 Carron Street,KARUMBA,QLD,4891,140.8457984,-17.4852684,3,29,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug-15,,,,,,,,,,Yes,No,Yes,No,No,No,8:00,16:30,No
